"Export customers %1, %2, store IDs %3","Exportera kunder %1, %2, butiks-ID:n %3"
"Exported customers %1, %2, store IDs %3: %4","Kunder %1, %2 exporterade, butiks-ID:n %3: %4"
"Export subscribers %1, %2, store IDs %3","Exportera prenumeranter %1, %2, butiks-ID:n %3"
"Exported subscribers %1, %2, store IDs %3: %4","Prenumeranter %1, %2 exporterade, butiks-ID:n %3: %4"
"Export count subscribers store IDs %1","Exportera antal prenumeranter butiks-ID:n %1"
"Exported count subscribers store IDs %1: %2","Antal prenumeranter exporterade butiks-ID:n %1: %2"
"Add coupons: %1","Lägg till kuponger: %1"
"Added %1 coupons: %2","%1 kuponger tillagda: %2"
"Discount","Rabatt"
"NewsMAN generated coupon code","Kupongkod genererad av NewsMAN"
"Generated Coupon Code","Genererad kupongkod"
"Something went wrong creating coupons","Något gick fel vid skapande av kuponger"
"Missing type param","Saknad typ-parameter"
"Missing value param","Saknad värde-parameter"
"Too many requests for this subscriber. Can only send once per 10 minutes","För många förfrågningar för denna prenumerant. Kan bara skickas en gång per 10 minuter"
"Log Clean","Loggrensning"
"Clean old log files older than X days.","Rensa gamla loggfiler äldre än X dagar."
"Deleted %1 log files","%1 loggfiler raderade"
"Export Orders After Date","Exportera ordrar efter datum"
"Export orders created after date set. Leave empty field to export all orders.","Exportera ordrar skapade efter angivet datum. Lämna fältet tomt för att exportera alla ordrar."
"Authorization Header Name","Namn på auktoriseringshuvud"
"Authorization in HTTP header as name. Format alpanumeric separated by hyphen-minus. Please also set it in Newsman App > E-Commerce > Coupons > Authorisation Header name, Newsman App > E-Commerce > Feed > a feed > Header Authorization, etc,","Auktorisering i HTTP-huvud som namn. Alfanumeriskt format separerat med bindestreck. Ställ också in det i Newsman App > E-Commerce > Kuponger > Auktoriseringshuvudnamn, Newsman App > E-Commerce > Feed > ett feed > Huvudauktorisering, osv."
"Authorization Header Key","Nyckel för auktoriseringshuvud"
"Authorization in HTTP header as value. Format alpanumeric separated by hyphen-minus. Please also set it in Newsman App > E-Commerce > Coupons > Authorisation Header value, Newsman App > E-Commerce > Feed > a feed > Header Authorization, etc.","Auktorisering i HTTP-huvud som värde. Alfanumeriskt format separerat med bindestreck. Ställ också in det i Newsman App > E-Commerce > Kuponger > Auktoriseringshuvudvärde, Newsman App > E-Commerce > Feed > ett feed > Huvudauktorisering, osv."
"Customer Attributes Map","Kundattribut-mappning"
"Export customer attributes map. Used for subscribers and customers exports. Newsman field can contain letters and underscore character.","Kundattribut-mappning för export. Används för export av prenumeranter och kunder. Newsman-fältet kan innehålla bokstäver och understreck."
"Attribute","Attribut"
"Field in Newsman","Fält i Newsman"
"Add","Lägg till"
"Please Select Attribute","Välj attribut"
"Product Attributes Map","Produktattribut-mappning"
"Export product attributes map. Used for subscribers and products exports. Newsman field can contain letters and underscore character.","Produktattribut-mappning för export. Används för export av produkter. Newsman-fältet kan innehålla bokstäver och understreck."
"Send customer telephone number","Skicka kundens telefonnummer"
"Send customer billing address and shipping address telephone number.","Skicka telefonnummer från kundens faktureringsadress och leveransadress."
"Send telephone number from order","Skicka telefonnummer från order"
"Send order billing address and shipping address telephone number.","Skicka telefonnummer från orderns faktureringsadress och leveransadress."

"Configure with Newsman Login","Konfigurera med Newsman-inloggning"
"Connected to Newsman. User ID and API Key have been saved.","Ansluten till Newsman. Användar-ID och API-nyckel har sparats."
"Authorization error: %1","Auktoriseringsfel: %1"
"Missing authorization code.","Saknad auktoriseringskod."
"Could not complete request to Newsman: %1","Kunde inte slutföra förfrågan till Newsman: %1"
"Invalid response from Newsman (HTTP %1).","Ogiltigt svar från Newsman (HTTP %1)."
"Unexpected response from Newsman.","Oväntat svar från Newsman."
"Failed to save credentials: %1","Misslyckades med att spara inloggningsuppgifter: %1"

"Select Email List","Välj e-postlista"
"Back to Configuration","Tillbaka till konfiguration"
"Please choose the Newsman email list to use for this scope. You can still synchronize lists and segments later from configuration.","Välj Newsman e-postlista att använda för detta omfång. Du kan fortfarande synkronisera listor och segment senare från konfigurationen."
"Continue","Fortsätt"
"Cancel","Avbryt"
"Newsman list saved successfully.","Newsman-listan sparades framgångsrikt."
"Could not save list: %1","Kunde inte spara listan: %1"
"Could not save integration setup. The list was not changed.","Kunde inte spara integrationskonfigurationen. Listan ändrades inte."
"Missing Newsman credentials.","Saknade Newsman-inloggningsuppgifter."
"Test Credentials","Testa inloggningsuppgifter"
"Credentials are valid","Inloggningsuppgifterna är giltiga"
"Credentials are invalid or there is temporarily API error!","Inloggningsuppgifterna är ogiltiga eller det finns ett tillfälligt API-fel!"
"Newsman integration setup failed: %1","Konfiguration av Newsman-integration misslyckades: %1"
"Multistore Installation","Multibutik-installation"

"Newsman Extension Version","Newsman-tilläggsversion"
"If you need support or have any questions, please contact us at","Om du behöver support eller har frågor, kontakta oss på"
"No store found for list ID ""%1"" with API configured or active.","Ingen butik hittades för list-ID ""%1"" med konfigurerat eller aktivt API."
"Products feed installed in Newsman.","Produktfeed installerad i Newsman."
"Products feed could not be installed. It may already exist in Newsman.","Produktfeed kunde inte installeras. Den kanske redan finns i Newsman."
"Not implemented","Inte implementerat"

"[%1] Requested in %2","[%1] Begärd i %2"
"Empty API key provided.","Tom API-nyckel angiven."
"Attempt to change configuration for stores %1 %2","Försök att ändra konfiguration för butiker %1 %2"
"Changed configuration for stores %1 %2","Konfiguration ändrad för butiker %1 %2"
"Invalid type param","Ogiltig typ-parameter"
"Invalid value param","Ogiltig värde-parameter"
"The ""sql"" parameter is required.","Parametern ""sql"" krävs."
"Custom SQL export, store IDs %1 - Query: %2","Anpassad SQL-export, butiks-ID:n %1 - Fråga: %2"
"Custom SQL export, store IDs %1 - Rows returned: %2","Anpassad SQL-export, butiks-ID:n %1 - Rader returnerade: %2"
"Unable to parse the SQL query.","Kunde inte analysera SQL-frågan."
"SELECT INTO is not allowed.","SELECT INTO är inte tillåtet."
"Multiple statements are not allowed.","Flera instruktioner är inte tillåtna."
"Export product feed %1, store ID %2","Exportera produktfeed %1, butiks-ID %2"
"Exported product feed %1, store ID %2","Produktfeed %1 exporterad, butiks-ID %2"
"Export products feed %1, %2, storeIDs %3","Exportera produktfeed %1, %2, storeIDs %3"
"Exported products feed %1, %2, storeIDs %3: %4","Produktfeed %1, %2 exporterad, storeIDs %3: %4"
"subscriber.subscribe: %1, store %2","subscriber.subscribe: %1, butik %2"
"subscriber.unsubscribe: %1, website %2","subscriber.unsubscribe: %1, webbplats %2"
"Invalid email address: %1","Ogiltig e-postadress: %1"
"Try to get by email %1","Försöker hämta via e-post %1"
"Done get by email %1","Hämtning via e-post %1 klar"
"Try to add to segment %1 subscriber ID %2","Försöker lägga till prenumerant ID %2 i segment %1"
"Added to segment %1 subscriber ID %2","Tillagd i segment %1 prenumerant ID %2"
"Try to send one SMS to %1","Försöker skicka ett SMS till %1"
"Sent SMS to %1","SMS skickat till %1"
"Try to subscribe telephone %1","Försöker prenumerera telefon %1"
"Subscribed telephone %1","Telefon %1 prenumererad"
"Try to unsubscribe telephone %1","Försöker avprenumerera telefon %1"
"Unsubscribed telephone %1","Telefon %1 avprenumererad"
"Do you want to proceed to reconfigure?","Vill du fortsätta med omkonfigurering?"
"We recommend assigning a different list to each store view.","Vi rekommenderar att tilldela en annan lista till varje butiksvy."
"Installed products feed %1","Produktfeed %1 installerad"
"Try to install products feed %1","Försöker installera produktfeed %1"
"Try to update feed %1","Försöker uppdatera feed %1"
"Updated feed %1","Feed %1 uppdaterad"
"Invalid API key for store","Ogiltig API-nyckel för butik"
"Only SELECT queries are allowed. Got:","Endast SELECT-frågor är tillåtna. Mottaget:"
"Processing import notifier:","Bearbetar importmeddelande:"
